"","X.1","X","star_level","stars","BusinessAcceptsCreditCards","BikeParking","RestaurantsTakeOut","GoodForKids","RestaurantsDelivery","OutdoorSeating","HasTV","BusinessParking","romantic","intimate","touristy","hipster","divey","classy","trendy","casual","upscale","RestaurantsPriceRange2","Alcohol","RestaurantsAttire","NoiseLevel","hours.time","happyhour","review_count"
"125",125,126,"low",3.5,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"average",114.5,NA,10
"126",126,127,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",84,NA,110
"127",127,128,"high",4.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,2,"full_bar","casual","average",83,TRUE,111
"128",128,129,"high",4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",NA,NA,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,2,"full_bar","casual","average",98,TRUE,98
"129",129,130,"low",3.5,TRUE,TRUE,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,71,NA,15
"130",130,131,"high",4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",106,NA,61
"131",131,132,"high",4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","quiet",77.5,NA,42
"132",132,133,"low",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,4
"133",133,134,"low",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"134",134,135,"low",3.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",74.5,NA,113
"135",135,136,"high",4.5,TRUE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,NA,85.5,NA,6
"136",136,137,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"full_bar","casual","average",38,NA,153
"137",137,138,"high",5,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,"YES",FALSE,NA,FALSE,FALSE,NA,FALSE,NA,TRUE,FALSE,1,"full_bar",NA,"quiet",60,TRUE,10
"138",138,139,"low",3,TRUE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"full_bar",NA,NA,70,NA,12
"139",139,140,"high",4,NA,NA,NA,NA,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"140",140,141,"low",3.5,NA,NA,TRUE,NA,NA,NA,NA,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"full_bar",NA,NA,75.5,NA,20
"141",141,142,"low",3,TRUE,NA,NA,NA,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,11
"142",142,143,"low",3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,70,NA,4
"143",143,144,"high",4.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","average",NA,NA,21
"144",144,145,"high",4.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"beer_and_wine","casual",NA,12.75,FALSE,21
"145",145,146,"high",4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","loud",91,TRUE,387
"146",146,147,"low",3.5,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"full_bar",NA,NA,50,TRUE,4
"147",147,148,"high",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"full_bar","casual","average",89,TRUE,109
"148",148,149,"high",5,TRUE,TRUE,FALSE,NA,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"full_bar",NA,"average",51.5,TRUE,32
"149",149,150,"high",4.5,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"150",150,151,"high",4,TRUE,NA,NA,NA,FALSE,NA,NA,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,"casual",NA,88,NA,24
"151",151,152,"high",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",85,TRUE,96
"152",152,153,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",60,TRUE,47
"153",153,154,"high",4,TRUE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual",NA,59,TRUE,35
"154",154,155,"high",4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,"full_bar","casual","quiet",83,TRUE,120
"155",155,156,"low",3.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,NA,"casual","average",65,FALSE,135
"156",156,157,"low",3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","loud",90,TRUE,372
"157",157,158,"low",3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","very_loud",21,NA,50
"158",158,159,"high",4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","average",52,NA,3
"159",159,160,"low",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",92,TRUE,173
"160",160,161,"high",4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",74,NA,182
"161",161,162,"low",2,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"average",NA,NA,3
"162",162,163,"low",3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",83,TRUE,10
"163",163,164,"high",4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","very_loud",NA,NA,14
"164",164,165,"low",3.5,TRUE,TRUE,NA,FALSE,NA,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,NA,66,FALSE,7
"165",165,166,"low",3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",92,TRUE,62
"166",166,167,"low",3,TRUE,NA,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,"casual",NA,98,TRUE,16
"167",167,168,"high",4,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,168,NA,55
"168",168,169,"high",4,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"full_bar","formal","average",53,TRUE,71
"169",169,170,"high",4,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,34,NA,5
"170",170,171,"high",4.5,TRUE,NA,TRUE,FALSE,NA,NA,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,118.5,NA,13
"171",171,172,"high",4.5,TRUE,TRUE,TRUE,NA,TRUE,FALSE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,NA,"average",79,FALSE,42
"172",172,173,"low",3.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,TRUE,FALSE,1,"full_bar","casual","loud",109,TRUE,175
"173",173,174,"high",4.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","average",101.5,FALSE,121
"174",174,175,"low",3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"full_bar","casual","very_loud",105,NA,216
"175",175,176,"high",4,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,"YES",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,"full_bar",NA,"quiet",106,NA,4
"176",176,177,"low",3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",78,NA,94
"177",177,178,"low",3,TRUE,TRUE,NA,TRUE,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,83,NA,9
"178",178,179,"high",4,TRUE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","average",109,NA,5
"179",179,180,"high",4,TRUE,NA,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,NA,NA,96.5,NA,9
"180",180,181,"high",4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",39,FALSE,392
"181",181,182,"high",4,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,84,TRUE,10
"182",182,183,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",26,FALSE,43
"183",183,184,"high",4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",86,TRUE,126
"184",184,185,"high",4.5,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,7
"185",185,186,"high",4.5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,90.5,NA,14
"186",186,187,"low",2.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",91,NA,36
"187",187,188,"low",3.5,TRUE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"full_bar",NA,"quiet",113.5,TRUE,7
"188",188,189,"low",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"189",189,190,"low",3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","average",73.5,NA,71
"190",190,191,"low",3.5,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",93,TRUE,172
"191",191,192,"low",2.5,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"full_bar","casual","loud",108.5,NA,37
"192",192,193,"high",4.5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual",NA,83,NA,8
"193",193,194,"high",4,TRUE,TRUE,NA,FALSE,NA,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,NA,85,TRUE,35
"194",194,195,"low",1,TRUE,NA,TRUE,FALSE,NA,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","quiet",97,NA,12
"195",195,196,"high",4,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,79,NA,4
"196",196,197,"low",3,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",116,TRUE,267
"197",197,198,"low",3,TRUE,NA,NA,NA,NA,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,NA,107,TRUE,12
"198",198,199,"low",2.5,TRUE,NA,NA,TRUE,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,74,NA,4
"199",199,200,"high",4.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",54,TRUE,125
"200",200,201,"low",3.5,TRUE,FALSE,NA,NA,NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,"average",NA,NA,14
"201",201,202,"high",5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,142,TRUE,7
"202",202,203,"low",2.5,TRUE,NA,NA,NA,NA,FALSE,NA,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,NA,NA,TRUE,7
"203",203,204,"high",4,TRUE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","quiet",77,NA,6
"204",204,205,"low",2.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",84,TRUE,90
"205",205,206,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",NA,NA,FALSE,NA,TRUE,FALSE,NA,TRUE,FALSE,1,"full_bar","casual","loud",122.5,TRUE,58
"206",206,207,"high",4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"full_bar","formal","average",46,TRUE,280
"207",207,208,"high",4.5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,NA,"casual","average",NA,NA,44
"208",208,209,"low",3.5,TRUE,NA,NA,NA,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,NA,57,TRUE,12
"209",209,210,"high",4,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"loud",70,TRUE,11
"210",210,211,"high",5,FALSE,FALSE,NA,NA,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5
"211",211,212,"high",4,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",22,NA,19
"212",212,213,"high",4.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"full_bar","casual","average",53,FALSE,402
"213",213,214,"high",4,FALSE,TRUE,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5
"214",214,215,"low",2.5,TRUE,TRUE,NA,TRUE,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,69.5,NA,42
"215",215,216,"high",4,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"full_bar","casual","average",111,TRUE,86
"216",216,217,"low",3.5,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"loud",98,TRUE,30
"217",217,218,"low",2.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"beer_and_wine","casual","very_loud",88,NA,47
"218",218,219,"low",3.5,TRUE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,"average",NA,TRUE,7
"219",219,220,"high",4.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,"casual","average",72,NA,55
"220",220,221,"low",3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","loud",108,NA,10
"221",221,222,"low",2.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","very_loud",100,TRUE,28
"222",222,223,"low",3,TRUE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"full_bar","casual","average",105.5,TRUE,25
"223",223,224,"high",4.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","average",95,NA,32
"224",224,225,"low",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3
"225",225,226,"low",2.5,TRUE,FALSE,NA,NA,NA,FALSE,TRUE,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"full_bar",NA,NA,108.5,NA,3
"226",226,227,"low",3.5,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"loud",78,NA,22
"227",227,228,"low",3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",116,TRUE,27
"228",228,229,"low",2.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","very_loud",101,TRUE,9
"229",229,230,"high",4,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,2,"full_bar","casual","average",99,NA,70
"230",230,231,"high",4.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"full_bar","casual","average",46,FALSE,124
"231",231,232,"high",4.5,NA,NA,NA,TRUE,NA,NA,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,53,NA,37
"232",232,233,"low",3,TRUE,FALSE,NA,NA,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,NA,NA,TRUE,17
"233",233,234,"high",5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,NA,4
"234",234,235,"high",4.5,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","loud",22,FALSE,39
"235",235,236,"low",3.5,TRUE,TRUE,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,44,NA,3
"236",236,237,"low",3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","loud",105,NA,12
"237",237,238,"low",2.5,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,70,NA,3
"238",238,239,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,"casual",NA,48,TRUE,31
"239",239,240,"high",4.5,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,NA,93,TRUE,6
"240",240,241,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","loud",110,NA,227
"241",241,242,"high",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"242",242,243,"low",3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"full_bar","casual","loud",77,TRUE,79
"243",243,244,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","loud",NA,TRUE,42
"244",244,245,"low",3.5,TRUE,NA,NA,NA,NA,FALSE,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full_bar",NA,"average",NA,NA,4
"245",245,246,"low",3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"full_bar","casual","average",91,NA,239
"246",246,247,"low",3.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,"casual","average",86,NA,16
"247",247,248,"low",3.5,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"loud",87,TRUE,10
"248",248,249,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"full_bar","casual","average",21,NA,120
"249",249,250,"low",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
