"","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","open.days","Monday.hour","Tuesday.hour","Thursday.hour","Wednesday.hour","Friday.hour","Saturday.hour","Sunday.hour"
"191","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"192","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","12:0-2:0","12:0-2:0",7,11,11,11,11,11,14,14
"193","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","11:0-2:0","11:0-2:0",7,11,11,11,11,11,15,15
"194","11:0-23:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-3:0","11:0-3:0","12:0-23:0",7,12,14,14,14,16,16,11
"195","0:0-0:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","9:0-18:0","10:0-16:0",7,0,10,10,10,10,9,6
"196","0:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","10:0-2:0","10:0-2:0",7,0,15,15,15,15,16,16
"197","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","9:0-2:0",7,15,15,15,15,15,15,17
"198","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-18:0","11:0-16:0",7,12,12,12,12,12,9,5
"199",NA,"11:30-21:0","11:30-21:0","11:30-21:0","11:30-22:0","11:30-22:0","10:30-15:0",6,NA,9.5,9.5,9.5,10.5,10.5,4.5
"200",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"201","4:0-0:0","4:0-0:0","4:0-0:0","4:0-0:0","4:0-2:0","4:0-2:0","4:0-22:0",7,20,20,20,20,22,22,18
"202",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"203","7:0-14:0","7:0-14:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-14:0",7,7,7,14,14,14,14,7
"204","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",7,12,12,12,12,12,12,12
"205","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30",7,17.5,17.5,17.5,17.5,17.5,17.5,17.5
"206","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-0:0","16:0-0:0","16:0-22:0",7,6,6,6,6,8,8,6
"207",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"208",NA,"16:0-1:0","16:0-1:0","16:0-2:0","4:0-2:0","19:0-2:0",NA,5,NA,9,10,9,22,7,NA
"209","15:0-0:0","15:0-0:0","15:0-0:0","15:0-0:0","15:0-2:0","15:0-2:0","12:0-0:0",7,9,9,9,9,11,11,12
"210",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"211",NA,NA,"16:0-21:0","16:0-21:0","16:0-22:0","16:0-22:0",NA,4,NA,NA,5,5,6,6,NA
"212","0:0-0:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-21:0",7,0,5,5,5,5,5,4
"213",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"214","11:0-20:0","8:30-20:0","8:30-21:0","8:30-21:0","9:0-19:0","9:0-18:0","10:0-15:0",7,9,11.5,12.5,12.5,10,9,5
"215","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-0:0","8:0-0:0","8:0-22:0",7,16,16,16,16,17,16,14
"216","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0",7,14,14,14,14,14,14,14
"217","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-23:0",7,12,12,12,12,14,14,12
"218",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"219","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0",7,10,10,10,10,11,11,10
"220","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","10:0-2:30","10:0-2:0",7,15,15,15,15,15.5,16.5,16
"221","0:0-0:0","11:0-0:0","11:0-18:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-0:0",7,0,13,13,7,15,15,13
"222","11:0-1:30","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","11:0-2:0",7,14.5,15,15,15,15.5,15.5,15
"223","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-0:0",7,13,13,13,13,15,15,13
"224",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"225","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"226","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","17:0-1:0",NA,6,14,14,14,14,14,8,NA
"227","0:0-0:0","15:0-2:0","15:0-2:0","11:0-2:0","11:0-2:0","10:0-2:0","0:0-0:0",7,0,11,15,11,15,16,0
"228","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","12:0-2:30","11:0-20:0",7,15.5,15.5,15.5,15.5,15.5,14.5,9
"229","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-2:0","9:30-2:0","9:30-0:0",7,13,13,14,13,15,16.5,14.5
"230",NA,NA,"16:0-23:0","16:0-23:0","12:0-0:0","12:0-0:0","12:0-20:0",5,NA,NA,7,7,12,12,8
"231",NA,"16:0-23:0","16:0-23:0","16:0-23:0","12:0-1:0","12:0-1:0","12:0-18:0",6,NA,7,7,7,13,13,6
"232",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"233","9:30-20:0","9:30-20:0","9:30-20:0","9:30-20:0","9:30-20:0","9:30-19:0","9:30-20:0",7,10.5,10.5,10.5,10.5,10.5,9.5,10.5
"234",NA,NA,"17:0-21:0","17:0-21:0","17:0-22:0","17:0-22:0","16:0-20:0",5,NA,NA,4,4,5,5,4
"235",NA,"9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-17:0",NA,5,NA,9,9,9,9,8,NA
"236","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"237","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","11:0-17:0",7,11,11,11,11,11,9,6
"238","16:0-0:0","16:0-0:0","16:0-0:0","16:0-0:0","16:0-0:0","16:0-0:0",NA,6,8,8,8,8,8,8,NA
"239","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:0","14:0-2:30","10:0-2:30","10:0-2:0",7,12,12,12,12,12.5,16.5,16
"240","11:30-2:30","11:30-2:30","11:30-2:30","11:30-2:30","11:30-2:30","9:0-2:30","9:0-2:30",7,15,15,15,15,15,17.5,17.5
"241",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"242","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","12:0-23:0","12:0-22:0",7,11,11,11,11,12,11,10
"243",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"245","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-2:30","11:0-2:30","11:0-23:0",7,12,12,12,12,15.5,15.5,12
"246","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0",7,12,12,12,12,13,13,12
"247","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","12:0-2:30","12:0-2:30","12:0-2:0",7,11,11,11,11,14.5,14.5,14
"248",NA,"17:0-21:0","17:0-21:0","17:0-21:0","17:0-21:30","17:0-21:30",NA,5,NA,4,4,4,4.5,4.5,NA
"249",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"250","6:0-19:0","6:0-20:0","6:0-19:0","6:0-20:0","6:0-18:0","8:0-17:0","8:0-17:0",7,13,14,14,13,12,9,9
"251","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:30-22:0",7,11,11,11,11,12,12,10.5
"252",NA,NA,NA,NA,"11:0-3:0","11:30-3:0",NA,2,NA,NA,NA,NA,16,15.5,NA
"253","17:0-0:0",NA,"17:0-0:0","17:0-0:0","17:0-0:0",NA,NA,4,7,NA,7,7,7,NA,NA
"254","0:0-0:15",NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA
"255",NA,"9:0-19:0","9:0-18:0",NA,"9:0-17:30","8:0-15:0",NA,4,NA,10,NA,9,8.5,7,NA
"256","15:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","15:0-2:0",7,11,15,15,15,15,15,11
"257",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"258","0:0-0:0","16:0-0:0","16:30-21:30","16:30-21:30","16:30-22:0","16:30-22:0","16:30-20:0",7,0,8,5,5,5.5,5.5,3.5
"259",NA,"16:0-0:0","16:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-23:0",6,NA,8,15,8,15,15,12
"260","16:30-0:0","16:30-0:0","16:30-0:0","16:30-0:0","16:30-0:30","16:30-0:30","16:30-0:0",7,7.5,7.5,7.5,7.5,8,8,7.5
"261","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0",NA,6,10.5,10.5,10.5,10.5,10.5,10.5,NA
"262","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","11:0-2:0",7,15,15,15,15,15.5,15.5,15
"263","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"264",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"265","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,13,15,15,15,15,15,15
"266",NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","16:0-23:0","16:0-21:0",6,NA,11,11,11,12,7,5
"267","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:0",7,11,11,11,11,12,12,9
"268","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","10:0-2:30","10:0-17:0",7,15,15,15,15,15.5,16.5,7
"269","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","10:0-2:0","11:0-2:0",7,15,15,15,15,15,16,15
"270",NA,"16:30-0:0","16:30-0:0","16:30-0:0","16:30-0:0","17:0-0:0","11:0-22:0",6,NA,7.5,7.5,7.5,7.5,7,11
"271","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-20:0",7,14,14,14,14,14,14,8
"272","0:0-0:0","10:30-20:45","10:30-20:45","10:30-20:45","10:30-20:45","10:30-20:45",NA,6,0,10.25,10.25,10.25,10.25,10.25,NA
"273","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-20:0",7,11,11,11,11,13,13,9
"274","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"275","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-16:0",7,0,11,11,11,11,9,6
"276","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,13,13,14,14,12
"277","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,13,13,14,14,12
"278","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0",7,14,14,14,14,14,14,14
"279","11:0-23:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0",7,12,11,12,11,13,13,12
"280","0:0-0:0","9:0-18:0","8:0-18:0","8:0-19:0","9:0-18:0","8:0-14:0","9:0-17:0",7,0,9,11,10,9,6,8
"281",NA,"10:0-16:0","10:0-16:0","10:0-16:0",NA,"11:30-15:0",NA,4,NA,6,6,6,NA,3.5,NA
"282",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"283","11:0-23:0","11:0-23:0","11:0-21:0","11:0-23:0","11:0-2:0","11:0-2:0","11:0-22:0",7,12,12,12,10,15,15,11
"284","0:0-0:0","9:0-14:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-14:0",NA,6,0,5,8,8,8,5,NA
"285","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0",7,16,16,16,16,16,16,16
"286",NA,"18:0-2:0","18:0-2:0","18:0-2:0","18:0-2:30","18:0-2:30",NA,5,NA,8,8,8,8.5,8.5,NA
"287",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"288","0:0-0:0","10:30-20:0","10:30-20:0","10:30-20:0","10:30-20:0","10:30-20:0",NA,6,0,9.5,9.5,9.5,9.5,9.5,NA
"289","0:0-0:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-14:0",NA,"10:0-20:0",6,0,10,10,10,4,NA,10
"290","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"291","15:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-0:0",7,9,13,13,13,15,15,13
"292","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0",NA,6,11,11,11,11,12,12,NA
"293","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"294","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","12:0-20:0",7,10,10,10,10,11,11,8
"295","15:0-0:0","15:0-0:0","15:0-0:0","15:0-0:0","11:30-0:0","17:0-0:0",NA,6,9,9,9,9,12.5,7,NA
"296","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","12:0-0:0",7,15,15,15,15,15,15,12
"297",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"298",NA,"11:30-21:0","11:30-21:0","11:30-21:0","11:30-22:0","16:30-22:0",NA,5,NA,9.5,9.5,9.5,10.5,5.5,NA
"299","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-16:0",7,11,11,11,11,11,11,5
"300",NA,"17:0-23:0","17:0-23:0","17:0-23:0","17:0-0:0","17:0-0:0",NA,5,NA,6,6,6,7,7,NA
"301",NA,NA,"12:0-19:0","12:0-19:0","12:0-20:0","12:0-20:0","12:0-17:0",5,NA,NA,7,7,8,8,5
"302",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"303",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"304",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"305","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"306","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-16:0","11:0-16:0",7,10,10,10,10,10,7,5
"307","8:0-20:0","9:0-19:0","8:0-20:0","9:0-18:0","8:0-12:0","8:0-12:0",NA,6,12,10,9,12,4,4,NA
"308","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","8:0-18:0","8:0-17:0",7,12,12,12,12,12,10,9
"309","16:30-22:0","16:30-22:0",NA,"16:30-22:0","16:30-23:0","16:30-23:0","12:0-21:30",6,5.5,5.5,5.5,NA,6.5,6.5,9.5
"310",NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","16:0-0:0","16:0-0:0",6,NA,15,15,15,15,8,8
"311","11:30-21:0","11:30-21:0","11:30-21:0","11:30-21:0","11:30-22:0","11:30-22:0","11:30-21:0",7,9.5,9.5,9.5,9.5,10.5,10.5,9.5
"312","16:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","16:0-2:30",7,10.5,14.5,14.5,14.5,14.5,14.5,10.5
"313","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","12:0-21:0",7,11,11,11,11,11.5,11.5,9
"314","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",7,12,12,12,12,12,12,12
"315",NA,"11:30-20:0","11:30-20:0","11:30-20:0","11:30-20:0","11:30-20:0","11:30-20:0",6,NA,8.5,8.5,8.5,8.5,8.5,8.5
"316","7:0-17:0","7:0-17:0","7:0-17:0","7:0-17:0","7:0-17:0","8:0-16:0","9:0-14:0",7,10,10,10,10,10,8,5
"317","0:0-0:0","11:0-20:0","11:0-22:0","11:0-22:0","16:0-22:0","16:0-22:0",NA,6,0,9,11,11,6,6,NA
"318","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-17:0","8:0-12:0",NA,6,9,9,9,9,9,4,NA
"319","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-22:0","15:0-22:0","15:0-23:0",7,13,13,13,13,11,7,8
"320","12:0-0:0","12:0-0:0","12:0-1:0","12:0-0:0","12:0-0:0","12:0-2:0",NA,6,12,12,12,13,12,14,NA
"321","0:0-0:0","17:0-21:0","17:0-22:0","17:0-21:0","17:0-22:0","17:0-22:0","17:0-21:0",7,0,4,4,5,5,5,4
"322",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"323","11:0-1:0",NA,NA,"11:30-2:0",NA,"11:0-16:0","10:0-1:0",4,14,NA,14.5,NA,NA,5,15
"324","0:0-0:0","16:0-2:0","20:0-2:0","16:0-2:0","15:0-2:0","12:0-2:0","16:0-2:0",7,0,10,10,6,11,14,10
"325",NA,NA,NA,NA,"21:0-2:0","21:0-2:0",NA,2,NA,NA,NA,NA,5,5,NA
"326","0:0-0:0","17:0-22:0","17:0-22:0","11:30-22:0","11:30-23:0","17:0-23:0",NA,6,0,5,10.5,5,11.5,6,NA
"327",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"328","17:0-1:0","16:0-1:0","17:0-1:0","17:0-1:0","17:0-1:0","17:0-1:0",NA,6,8,9,8,8,8,8,NA
"329",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"330","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",7,0,11,11,11,12,12,10
"331",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"332","17:0-21:0",NA,NA,"17:0-23:0","17:0-2:0","17:0-2:0","11:0-16:0",5,4,NA,6,NA,9,9,5
"333","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0",7,14,14,14,14,14,14,14
"334","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,14,13,14,14,12
"335",NA,"11:30-21:0","11:30-21:0","11:30-21:0","11:30-22:0","11:30-22:0","11:30-20:0",6,NA,9.5,9.5,9.5,10.5,10.5,8.5
"336",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"337","0:0-0:0","17:0-21:0","17:0-21:0","17:0-21:0","11:30-22:0","12:0-22:0","12:0-21:0",7,0,4,4,4,10.5,10,9
"338",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"339",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"340","19:0-2:0","19:0-2:0","19:0-2:0","19:0-2:0","19:0-2:0","19:0-2:0",NA,6,7,7,7,7,7,7,NA
"341","9:0-22:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-23:0","9:0-2:0","9:0-21:0",7,13,10,10,10,12,17,12
"342","0:0-0:0","8:0-15:30","8:0-17:30","8:0-17:30","8:0-17:30","8:0-12:0",NA,6,0,7.5,9.5,9.5,9.5,4,NA
"343",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"344","9:0-22:0","9:0-22:0","9:0-22:0","9:0-22:0","9:0-22:0","9:0-22:0","9:0-22:0",7,13,13,13,13,13,13,13
"345","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0",7,5,5,5,5,5,5,5
"346","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-18:0","10:0-17:0",7,12,12,12,12,12,9,7
"347","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-17:0",7,0,11,11,11,11,9,7
"348","0:0-0:0","7:30-18:0","7:30-18:0","7:30-18:0","10:0-18:0","9:0-17:0","10:0-15:0",7,0,10.5,10.5,10.5,8,8,5
"349","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","17:0-2:0","15:0-2:0","15:0-0:0",7,7,7,7,7,9,11,9
"350",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","10:0-20:0",6,NA,12,12,12,14,14,10
"351",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"352",NA,"16:0-23:0","16:0-23:0","16:0-23:0","16:0-1:0","16:0-1:0",NA,5,NA,7,7,7,9,9,NA
"353","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","12:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,14.5
"354","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",7,0,0,0,0,0,0,0
"355",NA,"10:30-14:30","10:30-14:30","10:30-14:30","10:30-14:30",NA,"13:0-17:0",5,NA,4,4,4,4,NA,4
"356","6:30-22:0","6:30-22:0","6:30-22:0","6:30-22:0","6:30-23:0","7:0-23:0","7:0-22:0",7,15.5,15.5,15.5,15.5,16.5,16,15
"357","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0",7,14.5,14.5,14.5,14.5,14.5,14.5,14.5
"358","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-2:0","11:0-2:0","11:0-1:0",7,14,14,14,14,15,15,14
"359",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"360",NA,"8:0-14:0","8:0-14:0","8:0-14:0","8:0-14:0","8:0-14:0","8:0-14:0",6,NA,6,6,6,6,6,6
"361","0:0-0:0","11:30-0:0","11:30-0:0","11:30-0:0","11:30-0:0","11:30-0:0","10:0-19:0",7,0,12.5,12.5,12.5,12.5,12.5,9
"362",NA,"15:0-22:0","15:0-22:0","15:0-22:0","15:0-22:0","15:0-22:0",NA,5,NA,7,7,7,7,7,NA
"363","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"364","11:30-21:30","11:30-21:30","11:30-21:30","11:30-21:30","11:30-23:0","11:30-23:0","11:30-21:0",7,10,10,10,10,11.5,11.5,9.5
"365","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",7,0,0,0,0,0,0,0
"366","11:0-2:0","11:0-22:0","17:0-2:0","17:0-2:0","11:0-2:30","11:0-2:30","11:0-2:0",7,15,11,9,9,15.5,15.5,15
"367",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"368","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","8:0-17:0",NA,6,11,11,11,11,11,9,NA
"369",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"370",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"371",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"372","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"373","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","10:0-2:0","10:0-2:0",7,15,15,15,15,15,16,16
"374","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"375","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",7,12,12,12,12,12,12,12
"376","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","12:0-2:30","12:0-2:30",7,11.5,11.5,11.5,11.5,11.5,14.5,14.5
"377","11:30-21:0","11:30-21:0","11:30-21:0","11:30-21:0","11:30-22:0","11:30-22:0",NA,6,9.5,9.5,9.5,9.5,10.5,10.5,NA
"378",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"379",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"380",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"381","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","9:30-21:0",7,11,11,11,11,12,12,11.5
"382","0:0-0:0","15:0-2:0","15:0-2:0","11:0-2:0","11:0-2:0","10:0-2:0","10:0-2:0",7,0,11,15,11,15,16,16
"383","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-23:0",7,14,14,14,14,14,14,12
"384","12:0-23:0","12:0-23:0","12:0-23:0","12:0-23:0","12:0-0:0","12:0-0:0","12:0-23:0",7,11,11,11,11,12,12,11
"385",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"386","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-21:0",7,11,11,11,11,11,11,10
"387",NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","10:0-22:0","10:0-21:0",6,NA,11,11,11,11,12,11
"388","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","10:0-2:0",7,15,15,15,15,15.5,15.5,16
